,price
4697,670000
16655,190500
15561,330000
2318,471000
12374,164000
13943,762300
4037,619000
10456,3120000
5634,392000
480,378500
6301,430000
2950,655500
10396,1380000
7971,635000
19989,399000
1044,590000
10469,213000
18417,400000
10002,530000
17858,285000
6758,1190000
6385,600000
7057,560000
20028,799950
8961,525000
6374,555000
5584,275053
11154,608000
19338,1950000
5100,569950
626,559950
12441,344950
6281,1200000
20564,1180000
14104,275000
17022,600000
14343,325000
5017,320000
9744,500000
16410,427000
19276,675000
20324,340000
19959,1270000
15375,840500
5449,483000
12113,251000
21010,870000
1634,495000
4366,1150000
14856,174950
20191,789500
13913,302000
11963,839900
1996,180000
19067,695000
18447,840000
15433,539500
16313,180000
10346,245000
20347,609500
12991,725000
18599,460000
11335,544300
8245,508000
7321,275000
1744,541100
3422,672324
2949,296000
5762,335000
17719,425000
12072,597000
11801,429950
2738,613000
8386,456000
18025,528000
12947,169500
15330,635000
15404,1650000
6523,450000
5316,194990
18638,693000
17897,428000
13414,675000
2274,610000
7557,563000
8963,405000
16397,225000
14228,240000
17670,560000
8312,314950
4157,579100
12421,397000
2084,3850000
3168,590000
15494,700000
2382,650000
20777,760005
19149,460000
12949,245560
15634,267000
7567,300000
7250,350000
7789,580000
11334,334900
15865,282500
21293,331000
622,200000
19494,968000
1680,1230000
2654,475000
15140,872500
9222,875000
3172,410000
16344,190000
11630,420000
18780,2680000
898,291500
10875,210750
20277,316475
18609,515000
19531,175000
10114,465000
11116,255000
10839,615000
15720,715000
4539,300000
16742,478000
5389,425000
9325,230000
12139,895000
16571,885000
11922,271920
11702,750000
7334,263000
8383,575000
1874,425000
10643,295832
8140,394000
6465,260000
11295,329950
12838,249000
4624,1410000
1062,399950
9335,340000
20841,329950
6390,324950
19971,249900
7733,810000
11638,198000
8663,195000
4998,365000
17143,680000
15390,850000
1670,293000
5460,347000
5718,487500
6417,775000
11309,524950
14003,1400000
1631,520000
17036,208000
6816,274000
19719,489000
80,390000
15650,518000
12623,900000
13409,1550000
10280,309900
151,560000
10505,342000
21351,382000
5885,535000
17303,244000
6406,315000
2579,482000
17882,619400
11788,530000
11976,437000
3992,241250
6590,460000
5205,648475
19740,282000
6697,449950
3794,586000
5888,483500
3022,409500
19570,555000
15589,558000
15377,270000
11937,469500
10059,365000
2236,295450
20972,334900
5011,439950
1129,332500
3566,494400
11972,980000
15518,1100000
3960,502000
20379,300000
13077,350000
9204,850000
17225,569950
10304,550500
6413,722500
11432,827500
4513,425000
19771,290000
13875,475000
3163,452250
17825,638150
4870,215000
8508,353000
7499,397000
2997,259500
879,414900
6345,439500
15513,519000
3678,275000
16714,1150000
13085,666570
9865,311000
8978,569950
11770,900000
9690,200000
4128,525000
19380,330000
19441,545000
4568,527200
2417,280000
14618,277000
1438,459000
9599,608000
6365,263300
6679,359000
13238,311100
7216,258000
21533,327000
7256,175000
13220,499950
7340,330000
11320,300000
8082,154200
2846,724950
13896,505000
3130,640000
20712,635000
5236,1040000
20441,820000
2758,172000
19652,425000
8133,415000
4542,530000
14697,295000
21065,294570
20628,500000
7044,328000
5629,343000
17960,440000
6998,513000
3440,412000
11010,450000
6721,703300
9993,465000
15943,850000
16762,457000
15221,359000
9623,297300
6278,270000
7315,525000
7974,590000
12692,575000
522,515000
15356,650000
20071,1060000
2295,605000
17970,400000
9493,367500
12766,510000
8880,815241
12945,160000
18615,1600000
14993,233000
3321,452500
469,342500
16061,750000
5374,419000
3936,425000
6425,330000
13720,325000
7151,180000
12959,225000
20467,416000
20957,525000
14640,290000
9116,245000
6015,600000
12900,429000
9302,452000
8545,315000
20669,424000
12154,310000
11743,302500
12408,148000
15202,1300000
19860,333500
4460,500000
16392,575000
9836,818000
15827,411000
7421,1390000
17256,279000
13186,1700000
11265,205000
1849,353500
189,585188
15838,322000
8638,329950
17012,537000
3240,491500
6935,800000
19105,353000
11834,1620000
10940,1580000
9498,525000
14191,450000
6056,760000
5097,555000
9713,305000
4332,1400000
18897,734200
17189,298950
20553,700000
8247,433000
10519,470000
16724,1190000
13418,415000
4628,641000
3968,432000
3534,310000
9517,490000
12324,615500
14306,167000
20282,950000
475,520000
11161,525000
671,435000
14681,369900
20190,550000
5517,289000
19709,384435
8379,510000
140,665000
15921,525000
15885,379950
7116,500000
17512,445000
2471,549000
8008,230000
2099,491000
13800,415000
20939,427000
7512,231000
17588,1280000
615,425000
14494,499950
16620,851000
12570,215000
16696,423500
14267,435000
11712,255000
5535,260000
10279,583000
18726,325000
6751,350000
17828,195000
15694,276900
11430,935000
8660,402000
9722,690000
14421,361000
7143,738000
6118,420550
8610,265000
9894,665000
4914,499900
19564,270950
20844,427000
9101,420000
12725,375000
3041,362000
10694,222000
5532,681000
15181,1050000
11654,695000
20864,275000
8058,260000
1137,219000
3221,262000
4630,1020000
13109,360000
14136,590000
5667,500000
7613,257000
11717,438750
2374,469000
1417,530000
13851,875000
20460,379000
7944,332000
9257,273000
4018,359950
20656,502000
15089,410000
12162,300000
20473,920000
17926,580000
216,1510000
21021,605000
9477,497000
17986,216000
13934,360000
8822,603500
16136,570000
13197,259000
20610,635000
15342,780000
6021,920000
20855,428000
21101,425000
4749,219000
3693,350000
4010,2400000
6512,327000
18583,645500
16448,197000
15405,387000
2066,632500
18804,452000
12907,226000
15699,326000
6219,672000
912,384000
11178,674000
6623,204900
15619,506000
658,748000
97,199000
20259,378000
14420,735000
17015,445000
11964,760000
16844,333000
7144,725000
9139,345000
3183,635000
8459,306000
2873,499000
17905,397500
6913,546000
13030,777700
13370,348000
19476,649950
16200,190000
9483,328000
12776,838400
1752,368000
18875,350000
673,865000
21487,1150000
9641,359950
11217,1400000
14774,825000
7619,260000
12849,430000
16524,369000
7563,621000
3263,218000
7161,237000
1787,256000
16034,780000
19381,445000
7780,210000
3307,426000
7086,482000
15686,300000
624,325000
21213,623300
9312,514000
10561,433000
14454,260000
12550,545000
15444,409950
6613,829900
17628,957000
5426,560000
1861,765000
4027,550000
7141,721000
20925,1300000
11466,543000
21105,769995
1241,375000
21535,327500
5817,435000
7869,315000
13519,1080000
16619,347950
20976,350000
15489,360000
6683,350000
8022,480000
1667,550000
1535,932800
8251,320000
14748,239000
10151,660000
12901,818000
16674,305000
4629,403000
17374,780000
19245,981000
13203,675000
2287,517100
4746,319000
17943,475000
4583,363750
18156,252000
10970,1560000
2290,522250
1678,445000
4441,705000
9505,1280000
12687,420000
1581,420000
14950,1480000
8284,431750
3381,430000
2424,992000
10160,193500
1450,302000
8219,949950
7220,259950
21245,440000
9682,280000
4552,900000
12869,840000
14537,249950
18158,415000
2469,700000
19119,920000
10935,291000
12661,686500
9397,262000
19090,400000
9304,235000
5621,235000
9228,250000
13647,210000
11705,489950
13166,667500
8622,575000
12251,495000
7456,1170000
15773,320000
20615,320000
15638,252000
3939,675000
1757,600000
3316,445000
17606,436000
5835,245000
5224,835000
8512,225000
2259,208000
2342,459000
577,930000
4769,205500
16239,215000
11510,607000
6931,390000
9272,410000
4308,339000
10473,617450
8399,315000
9104,333000
6296,625000
5951,285000
6553,121800
6522,585000
19745,1210000
6928,280000
17367,563000
4356,305000
785,218000
9891,963990
10165,235000
15022,699000
11307,240000
11325,700000
500,650000
3652,308550
16747,518000
6213,219950
11097,219000
1361,700000
16676,347500
1964,375000
15916,550285
13970,750000
16477,314500
15397,398000
9905,1320000
1712,300000
19742,385000
7561,860000
4375,359950
7582,548000
11543,252000
21375,418500
9555,516200
15547,207000
3934,442500
14244,1950000
16360,675000
14437,290700
5010,764000
17322,515000
19422,333000
18612,588000
4393,660000
5759,705000
16608,256000
17907,1190000
3275,1310000
16820,315000
9235,650000
5922,817250
11297,402300
5557,1150000
9774,265000
7072,1650000
5949,705000
12455,502775
768,760000
13596,382000
7959,620000
6175,650000
2596,352500
5319,319950
3043,456500
16686,588000
15204,545000
464,330000
568,610000
13013,182700
499,437500
10010,291600
1526,713000
2988,425000
12683,640000
6467,1150000
16006,580000
13101,381000
2101,279000
17527,533300
20136,459000
20140,2950000
1823,255000
14745,160000
13076,712000
19613,413800
10154,769000
773,450000
1349,842500
1087,500000
5639,359950
17104,310000
15812,435000
12919,555000
14752,213675
9721,215000
8331,500000
10078,200000
338,265000
20746,765000
13007,230000
2616,210000
16637,1020000
16757,545000
3892,418000
18924,291000
18827,518000
15435,290000
12590,452000
13363,418000
5801,535000
14568,719000
17148,429900
8023,1330000
18901,1400000
11781,205000
17117,385000
12769,690000
6765,394000
8653,318000
5464,257500
1985,430000
17566,219000
1283,355000
11041,427000
1193,406000
7973,450000
15238,345000
2208,1050000
6090,239000
7056,295000
12377,395000
3574,253779
13923,315000
2234,220000
16557,444500
20065,449950
14230,862500
8591,290000
17573,770000
17484,258000
341,684000
2024,719950
20979,525000
18857,450000
10738,194000
5497,345000
1778,355000
10707,392000
20801,674950
2535,661000
15026,522500
6756,339888
10495,1500000
829,659000
3973,279000
2972,219500
4768,735000
9004,860000
20029,545000
12744,450000
17514,594000
7577,299000
10265,325000
15348,287000
3646,938000
19656,865950
1451,352500
15464,525000
17489,500000
5068,731100
9962,235000
17222,1090000
6317,355000
10422,495000
11412,1020000
7589,395000
11601,625000
5554,280500
13952,280000
13043,445500
8257,212000
12465,300000
18131,490000
20839,325000
3051,439000
9301,779000
9866,332500
15786,277500
20590,256950
11421,320000
3781,440000
5317,475000
9934,689000
14245,1230000
8524,415000
11444,354000
598,515000
11771,289950
3154,830000
19102,283500
1415,241000
13027,435000
4572,362300
16612,615000
498,625000
4103,1040000
6073,1110000
902,200000
6109,590300
7475,320000
6384,379500
18502,564000
1237,659000
892,340000
9141,534950
14471,425000
16462,349950
10768,630000
14613,438000
13436,292500
12426,340000
20397,653000
14305,280000
4217,1570000
21182,1100000
16290,3710000
13378,366000
17437,715000
10301,370000
21557,608500
18661,275000
10820,299000
6959,240000
6511,255000
17665,721500
6778,398500
13103,619000
2118,585000
5007,446000
15821,330000
6766,1340000
158,247000
1708,550000
8070,308000
5032,280000
5208,195000
14117,868500
20820,414000
16090,589000
9442,1700000
5050,1300000
3155,1900000
14048,410000
19895,598950
6849,772500
18362,290000
6225,360000
18176,1000000
7938,280000
754,850000
2094,800000
18964,335000
15485,423000
10197,466000
9785,675000
2480,236500
21382,685000
10383,601450
12174,710500
10321,500000
19857,589500
13180,325000
12080,257000
5668,430000
9096,685000
18054,589000
19952,320000
6147,407450
19117,865000
11905,429950
17351,398000
12530,595000
20414,844000
18732,199950
10238,324360
14509,378000
8525,350000
8242,335000
12903,310000
5770,310000
16037,467000
17658,710000
6870,915000
2022,1480000
17592,157000
1151,1960000
16393,330000
11006,186000
1707,429000
6689,430000
11515,849000
13902,480000
13359,375000
21558,230000
10088,555000
21040,510000
19352,805000
3444,199000
19588,669000
11998,250000
12606,467000
5907,925000
15874,500000
1672,285000
21056,255000
3410,330000
14463,610000
16811,482000
7522,376000
1872,616300
14816,465000
4350,366000
6657,275000
12954,455500
16555,1260000
5272,226450
17923,590000
10098,255000
20382,734000
18284,182500
15631,561000
8885,698000
12871,560000
20875,425000
4902,395000
19409,405000
21402,455000
21265,229800
10288,440000
18908,565000
18248,493000
13706,180000
16925,240000
12260,550000
17099,242000
12808,1310000
18647,572000
21433,425000
2728,385000
12762,510000
13019,644500
10162,790000
15446,365000
17830,550000
7288,279900
11949,315000
21400,557500
15628,334950
16459,340000
826,825000
20184,775000
9723,256000
14482,299999
6761,350000
2387,340000
19236,129888
19738,569950
12248,489950
17329,1200000
19240,680000
20787,728050
7112,215000
4373,350000
3967,122000
2872,335000
17499,631500
15304,275000
5688,309950
16609,470000
8458,330000
19674,349000
7470,396480
6773,408000
13567,635000
7173,260000
9037,1350000
572,442000
20359,588000
3179,285000
3232,252000
14769,620000
16538,163500
4087,462500
5786,452000
4374,458000
9291,565000
999,700000
20017,450000
11429,590000
17031,562500
14969,935000
7586,415000
18959,471000
207,425000
13500,172380
16369,641500
20974,820000
15431,195000
20877,460000
3739,778000
5311,682000
5586,725000
4623,1160000
13879,374500
12730,425000
14408,606500
15820,970000
7828,1070000
20203,437718
19071,352750
9719,272000
3054,800000
11427,216650
6470,653000
15811,600000
14148,307000
3416,245000
1836,243000
7469,460000
2453,381000
3029,565000
16551,365000
9664,905000
47,785000
6297,248000
20550,635000
19492,565000
12685,258500
9699,370037
19938,443000
5365,315000
18605,355000
9178,190000
21315,375000
1434,290000
20996,525000
14407,390000
2286,306000
18166,369300
4898,599000
18434,705000
3958,665000
17734,427000
7737,305000
17833,249500
2152,1010000
1737,469000
603,460000
16018,375000
12079,325000
6944,319990
5612,710000
9661,643403
17852,480000
6308,580000
8756,655000
11068,630000
17613,531000
17239,490000
18164,240000
4378,717550
19538,481000
3306,245000
8739,280000
19343,454000
7850,342000
21027,365000
13446,935000
720,289950
540,2130000
13324,529950
5713,405000
18835,380000
10507,148226
7016,466750
8014,278100
15025,200000
21198,552100
8252,660000
13477,295500
6622,359000
16711,422000
11756,419000
15353,330000
14340,525000
6539,557500
11407,106000
8807,350000
12816,1750000
13020,320000
19294,272500
19767,450000
908,435000
16965,421000
7581,256000
12483,475000
9455,310000
172,313000
124,770000
3457,1080000
5379,475226
5269,385000
13850,898000
14885,667500
5737,629000
19469,440000
21407,374950
19158,400000
17814,170000
5445,2850000
17384,780000
18027,344000
4174,552000
8796,699950
17623,230000
8607,575700
16433,227000
11213,450000
13270,2000000
1164,439995
1779,712000
15350,464500
738,1300000
12874,1610000
8787,659000
1811,439000
812,347000
21324,435000
5263,349900
19083,375000
21445,400000
11367,438600
5788,730001
1486,884744
2013,352000
8966,340000
4401,796000
11744,1250000
7055,517500
439,578000
8905,465000
8415,556000
7253,308950
3549,334550
14886,300000
13312,739888
1207,949000
1082,490000
5784,310000
8926,284000
6310,665000
9678,430000
3256,1900000
12036,585000
11382,500000
8368,400000
3378,485000
489,1280000
19184,360000
15057,464000
3255,1100000
5706,336000
7618,224500
8549,1110000
8722,587100
21507,1380000
9647,760500
17477,339900
11752,695000
14053,734000
20256,577000
7521,614285
7402,679000
14732,588000
5081,469950
21531,405000
8188,339950
6621,367500
15469,195500
2337,325000
4263,562000
20012,343000
16041,247500
3503,635000
13399,276000
11406,590000
13659,375000
16100,180000
12425,185000
5069,859000
20978,414000
7514,330000
13936,449250
17170,240000
10050,510000
12873,472500
13999,340000
21444,504600
18808,419000
12446,1070000
13305,417000
12085,630000
9558,457000
12326,295000
6867,217000
13165,670000
10889,241000
9466,490000
13328,350500
14502,2400000
4827,215000
7029,631000
9589,790000
10640,435000
1781,190000
19001,717500
13098,287200
11186,310000
15219,1090000
20087,550000
6703,540000
15362,762000
16398,570000
20870,270500
3685,830000
17993,1440000
15424,500000
17786,275000
2818,248000
18256,230000
180,260000
12204,902000
2173,638000
2778,275000
3884,425000
8279,193000
7279,506000
6178,300000
8000,865000
9349,370000
8731,335000
7695,2150000
19140,567000
3446,425000
12577,932808
14806,260000
19626,338900
4062,244000
14692,1080000
19503,525000
41,775000
9656,496000
16425,472000
9451,762500
10472,484000
20524,430000
21465,312891
7335,565000
15068,288000
2383,365000
17775,799000
12794,400000
4149,378950
19493,445000
8579,795000
13379,594950
12595,735000
5432,375000
18247,469900
17711,1330000
277,770000
3386,637000
16881,125000
12628,800000
1801,519000
10147,408000
16629,339000
7987,90000
7551,440000
8956,368000
2955,1200000
4155,720000
14341,319500
15946,478000
12454,795000
5957,1110000
17149,560000
6578,536000
16211,277554
5021,1170000
9462,350000
13402,829000
13039,532000
20132,328423
13211,570000
1274,363000
17416,345000
2508,526000
17826,1650000
16004,497300
3468,373000
2630,169575
11876,350000
21280,831548
16123,270000
16162,425000
14963,217000
3434,370000
5842,833000
1400,253000
3159,780000
2240,1000000
488,699900
5598,269000
15290,314000
15637,342500
14987,240000
521,190000
16087,495000
21069,439990
13844,295000
1816,1320000
8323,1220000
2648,645000
7607,296000
9393,197200
11670,840000
8776,880000
21185,427005
3466,330000
2224,665000
6831,190000
20288,775950
18079,397000
9334,339950
9839,650000
7041,845000
9850,450000
12760,610000
13495,585000
2964,510000
7628,738500
11198,1380000
15194,528000
17565,475000
13657,575000
10291,338000
19429,630000
16649,237000
14772,465000
15146,279950
2276,500000
15834,255000
7817,199950
9600,450000
4700,299800
13648,445000
10688,1330000
18051,320000
15138,448000
13287,312000
4672,758000
19795,932990
8115,450000
7197,500000
7881,1900000
2191,750000
688,387500
21129,1090000
3673,475000
20713,513000
21504,475000
19640,267800
5741,225000
1677,275000
9341,465000
20465,290000
17877,680000
19670,2210000
15163,612125
14931,795000
1323,620000
19555,640000
9082,610000
14839,389000
11138,234000
9020,359999
11385,480000
17301,265950
13889,400000
4608,181000
12847,240000
6871,425000
7394,360000
3889,695500
707,550000
8675,349900
583,439000
12710,243000
2633,590000
8310,542000
16774,750000
18708,750000
5662,1600000
5279,410000
20719,685000
18653,690000
10513,645000
15918,860000
7904,634000
20751,770000
15116,308500
5685,1000000
4091,660000
7365,375000
17991,715000
5407,535000
10352,375000
3093,425000
14422,276750
18192,818000
13113,1180000
6488,280000
6787,390000
10672,795000
16883,315000
3684,1440000
7411,175409
11187,209000
1411,245000
17200,705000
5412,785000
3445,762000
4242,755000
20671,810000
21229,630000
8821,460000
9954,319900
19196,359000
12758,245000
20073,971971
5826,759000
14077,282500
14699,242000
4858,220000
204,274250
6918,208000
3120,765000
12006,500000
3089,691000
5548,540400
14967,475000
10842,500000
2747,266000
11308,285000
6448,340000
1754,545000
17865,299000
6311,239950
5999,435000
979,280000
3528,495800
549,215000
20319,309780
20890,519990
12987,490000
17809,370000
2906,760000
3319,95000
13456,1270000
8768,640000
15798,545000
8064,319950
6903,655000
17704,680000
9041,450000
20682,554000
4723,760000
8533,1590000
6168,650000
13065,675000
20632,552900
4743,260000
1871,345000
6404,565000
7071,990000
19856,665000
15655,500000
4392,475000
7594,410000
11061,527000
16625,222500
17863,642000
20883,1940000
12672,1300000
786,500000
9789,875000
8362,370000
3266,732000
677,188000
17280,379770
21216,497000
10967,742500
17760,270000
13434,545000
12318,499000
6030,680000
4573,421000
1617,549500
12625,489500
1895,755000
12608,670000
2129,678500
21514,585000
2792,223000
4716,420000
16073,449000
6198,421500
14474,415000
16679,429000
621,577000
11873,440000
17054,132825
12170,389000
7230,627000
681,799000
10504,715000
4259,300000
9831,830000
15831,465000
6046,295000
12184,560000
18029,625000
4831,430000
16053,280000
15947,222000
16012,579000
19462,277500
1585,1150000
21150,375900
20644,625000
17733,272450
17250,308000
20709,425000
19183,1190000
21451,875000
10609,560000
915,570000
18151,660500
6561,252750
5703,380000
14,530000
7975,895000
7410,1980000
20057,485000
7206,165000
5602,487000
835,324500
18128,511100
9385,229950
19852,415000
17578,303697
14652,630000
19235,270000
18082,315000
2602,205500
18860,344950
19446,279950
8128,170000
15697,925000
6851,1440000
6286,550000
4466,468000
7570,505000
11522,765000
12859,399950
2454,1220000
2281,429500
1943,1720000
2816,709000
11974,319950
16151,205000
947,369950
6949,375000
20228,392440
21480,915000
6079,320000
17873,645000
15418,320000
10052,574000
21176,405000
17480,325000
10316,880000
3033,235000
19414,549000
2824,838300
8702,649990
12227,1310000
17743,765000
5203,500000
14979,316500
7804,266000
3252,575000
11911,674000
14714,415000
6298,475000
6264,273000
2668,161500
15826,440000
18943,320000
11505,676000
21224,299000
7809,291000
20611,1060000
9383,820000
3855,347500
20158,525000
8131,1510000
1688,467000
13635,300000
13996,405000
20260,313200
16544,223000
14783,270000
2679,562100
17935,290000
16133,535000
6421,375000
21035,549950
13653,360000
11289,203700
2225,670000
18537,630000
4459,369000
10793,460000
10273,540500
6455,377000
12402,190848
16998,290000
4187,2880000
5740,404500
3837,173000
3970,276000
15596,190000
13468,793000
10379,645500
20334,349950
4690,173250
9853,360000
21485,850000
8334,675000
15379,524950
8135,484000
16642,355500
17880,239000
7963,432100
10933,475000
6471,760000
15843,583500
8841,601000
2323,437000
11943,2580000
9162,235000
21283,492500
13593,585000
20380,467000
7186,3200000
15384,255000
19161,209000
14572,417000
10692,499950
1363,290000
5564,370000
3056,219950
6041,2200000
13364,271675
1640,835100
2269,287500
1696,749000
18833,475000
8601,360000
5915,855000
1805,574000
7358,269000
11125,220000
4929,360000
4408,5570000
14268,769950
7282,710000
13832,670000
16847,202000
1223,735000
8596,279000
7672,545000
5187,355000
3997,210000
13529,230000
4199,654000
7953,203000
17502,650000
4693,1080000
11651,355000
5088,823000
15106,345000
12118,299500
3340,626000
6176,650000
16583,289950
13336,375000
2121,405000
4419,475000
5909,415000
6768,396000
12356,1550000
14470,645000
15819,540000
10720,425000
19922,541000
20471,496800
8557,332000
13021,266950
5162,878000
18455,83000
11391,300000
13242,553000
6769,809000
12575,648000
3226,350000
3031,160000
11256,257000
6263,300000
9580,675000
6841,607500
9773,567500
6929,435000
2062,510000
17270,399000
18993,455000
19336,708000
7139,419900
19070,850000
21138,450000
17441,630000
4889,365000
21066,300000
20760,479950
14538,260000
3752,194820
13885,243500
20454,900000
17855,255000
1257,682000
19737,809000
14344,795000
6226,269500
17212,315000
2148,280950
11128,368000
1212,245000
16303,267000
21252,440000
722,1580000
10225,440000
7559,725000
11080,910000
9787,263500
14466,153500
1180,535000
14813,379950
15769,359950
4750,528000
12269,312000
16734,372500
5545,630000
20083,667000
18643,665000
7799,459000
18410,415000
152,282950
3352,900000
10631,440000
18106,515000
1445,566000
5249,582000
7738,345000
8151,503000
12962,614950
5413,433000
17995,458000
429,365000
13797,530000
5651,378500
5225,760000
1210,460000
6550,450000
14812,450000
10805,432500
18878,391265
9192,225000
5274,350000
16440,600000
3020,502000
208,180250
2111,1640000
20376,274000
5403,158000
17824,245000
16809,610000
8889,650000
14892,638000
9457,250600
18007,255000
4833,555000
1593,500000
18685,350000
4588,539000
5956,620000
10392,565000
21166,433190
16457,345000
8813,213500
9025,225000
12198,687500
18162,818900
14684,380950
12258,570000
16720,237100
19026,680000
9275,665000
7496,1400000
2607,450000
6961,408506
17121,175000
113,329950
17452,389950
17321,430000
18683,650000
14161,179500
2172,270000
7791,700000
6979,744000
257,315000
18622,179950
17723,355000
3959,600000
14552,540000
992,253000
21432,358000
1846,520000
10750,555000
5105,310000
10164,890000
12802,420000
11856,349900
6524,565000
132,784000
16825,1300000
10221,594950
7680,698000
10367,630000
4734,425000
5381,440000
7585,390000
5314,410000
9790,246600
2725,749999
2409,242000
14397,489000
4863,715000
20790,419900
1294,420000
19099,455000
18043,525000
15445,100000
18419,1730000
3430,289950
12249,365000
20585,376000
8321,615000
20756,357000
27,667000
13497,570000
16875,560000
2244,405000
11797,512000
20116,252000
2125,180500
8651,260000
12968,787500
10201,400000
18850,270000
7907,435000
5843,565000
6050,150000
9996,369950
14152,279000
12607,385000
8394,507000
5030,550000
7621,730000
16723,290000
4201,373000
3651,245000
9156,275000
16508,1180000
6644,400000
3025,550000
2386,193000
1965,725000
11164,350000
19344,1400000
7257,508800
12734,975000
16069,1390000
969,532500
7795,615000
1588,332000
17319,543500
9642,405000
6563,280000
523,235000
17737,340000
3138,178500
1188,334950
12505,356000
13703,756100
7712,515000
6745,556300
8706,427550
178,269950
17261,305000
14585,685000
10214,535000
19866,210000
11886,336000
9673,479000
8437,200000
4832,219000
12560,710000
7845,508000
6299,410000
10951,440000
4756,800866
7891,200000
18888,325500
4384,480000
3542,312500
20928,375000
13645,201000
782,320000
16301,280000
2163,250000
17144,355000
16898,735000
13015,309950
17989,300000
4279,730000
14962,240000
19275,249900
18536,223000
9100,925000
13088,305000
13056,549000
193,400000
17126,367500
19668,720000
15538,565000
1870,247500
18595,480000
7807,280000
3638,777000
11732,405000
16355,139000
6196,402000
19584,400000
9920,640000
8566,679000
3412,280000
11127,500000
6019,700000
20451,650000
9199,525000
21354,2070000
2020,340000
16793,1020000
16962,580000
17076,295000
9803,750000
6274,241000
19782,509900
4927,300000
15913,285000
12732,135000
15453,295000
2170,342500
20512,584000
17541,665000
7481,242000
14574,984000
19675,375000
19517,1280000
16974,650000
17959,310000
4574,690000
3129,759000
2789,1610000
6250,409124
6752,277000
2396,280000
6236,635000
3124,775000
10852,405000
10063,682000
15571,458000
12753,410000
17127,535000
1948,480000
182,589000
3547,1010000
4338,242000
2716,1000000
1053,620000
19723,450000
17037,455000
148,258000
17092,375900
16753,310000
16407,530000
17669,825000
18341,349950
2260,273000
1199,254000
14504,355000
4508,555000
8661,245000
2283,250000
1192,655000
8298,623000
1048,716500
8542,409000
5605,575000
9452,569950
7762,195000
2693,830000
21425,639000
19182,216500
14448,430000
21469,407500
156,650000
2511,390000
19942,1560000
1908,325000
7830,725000
1706,365000
1464,765000
3800,795000
19417,523000
19155,450000
6418,645000
1834,1530000
9056,439000
14542,365000
10317,150000
30,580500
2306,369160
1226,211000
13897,925000
18713,707000
3413,400000
173,917500
10868,470000
21140,963000
3241,325000
4955,1000000
11892,636000
3742,740000
14205,1290000
5920,575000
19765,672500
8519,320000
807,565000
1469,260000
14294,460000
3902,455000
10614,925000
493,669950
13911,460000
6747,320000
14374,476000
1001,258000
2317,429000
20171,429900
14239,655000
972,524250
5404,294700
2380,282000
6585,230000
6861,550000
21422,255000
16033,331000
11003,308000
12965,248500
18047,275000
19729,949950
9893,858450
198,440000
1058,425000
640,378000
14947,790100
9538,190000
16703,239000
9378,550388
15369,375000
7431,1310000
2662,356500
20871,640000
9908,649000
10661,547000
15952,490000
14254,429000
1920,740000
1952,390000
16755,605000
15253,675000
16969,229950
19214,263000
7729,626000
4132,625000
16460,330000
6334,755000
6862,1060000
5093,833000
18752,502501
8817,571000
7644,575000
6145,226000
11595,355000
10097,464000
4735,233500
375,730000
16464,735000
7650,702000
18554,515000
19170,350000
2898,3000000
16573,980000
9303,775000
2892,425000
21502,440000
3170,364000
2059,272500
20523,265000
17332,715000
10440,650000
9575,435000
5724,615000
9065,581000
14614,855000
17074,268500
6234,380000
15217,715000
20882,274500
8007,550000
19490,545000
5566,142500
7545,1490000
18494,545000
16031,840000
15586,624000
8432,525000
1517,500000
16038,399000
14451,417000
7430,455000
11628,178500
8868,310000
3702,230000
16353,262500
5979,458500
1632,177500
17257,625000
9574,165000
1205,479000
10646,489000
7015,225000
15774,635000
809,361000
18200,362950
8938,230950
16856,590000
4795,310000
11022,207100
13730,750000
3965,405000
11247,199950
5579,357500
10565,253000
3070,595000
10559,290500
4231,780000
6719,480000
9484,365000
13140,260000
16327,175000
3150,670000
13819,400000
2826,864000
15701,150000
3852,203000
15465,215000
2614,700000
13174,220000
21108,450000
6963,316000
9846,680000
5456,1220000
7605,449000
9781,900000
6581,260000
18880,575000
6533,539000
7375,1070000
21527,402723
4916,450000
1076,356700
17453,650000
1136,225000
14105,229950
17383,331000
2715,365000
5654,895000
7190,457500
6676,535900
16558,340000
8216,506000
13406,360000
12916,509000
13759,263850
261,237000
19681,250000
12214,210000
1695,440000
8200,107000
10094,485000
6507,1020000
13177,626000
1713,799000
19445,387000
16784,278000
3250,1000000
9731,518000
5277,865000
5627,720000
15569,589500
4134,399950
13575,340000
864,280000
15942,819000
18208,305000
6489,360000
5530,525000
2433,445000
8182,665000
20884,808000
4303,649950
19712,950968
3362,418000
5165,240000
20059,650000
890,1010000
13139,255000
11009,1380000
8890,392500
7558,562000
8485,330000
4055,299950
13613,820000
18681,835000
5079,360000
11980,681500
1112,660000
631,565000
8404,871000
1838,249000
9801,1000000
5970,724800
5383,600000
21597,400000
21060,375000
6357,852000
5370,179000
21505,420000
5538,428400
7665,694000
19566,794154
4619,626500
6373,800000
3149,389000
12136,231000
1934,1250000
3535,355000
19525,385000
15549,1090000
13250,781000
19015,295000
295,879000
2876,195000
1166,194000
20202,1030000
6076,600000
7393,695000
16078,324450
8759,460000
2446,200000
11192,230000
2439,520000
7982,740000
7035,190000
15083,485000
281,170000
17040,326188
18469,3650000
18893,503000
11815,205000
7924,782500
