,Actual,Predicted
19379,296475,181563.39064012468
18181,450000,735274.7084784806
18235,270000,334405.6982086003
2845,593500,824914.3830983937
12368,107000,130002.68908526003
12800,302000,651321.620780468
15150,650000,572982.4982963353
185,1100000,1226943.9371061772
5902,802000,889763.6329082698
2676,399500,393822.84473344684
15598,540000,452361.5600011349
15540,547000,494148.18228028715
17299,427500,432343.1794962287
5916,235000,130611.9172039926
14497,239900,226285.2809909135
21026,2900000,1514200.8997728825
11048,998800,896564.5338467509
3373,356000,351255.45323079824
12340,1340000,1111624.1700020581
3491,790000,827130.3779655695
8623,190000,359708.50330486894
8560,270000,282986.5820426643
10817,458000,623392.3743987978
9316,1360000,951950.7216617465
11695,490000,738048.2002255768
1880,349000,410125.95173209906
15977,225000,49772.566529631615
3215,269000,150397.26517887414
19925,325000,256236.4638042003
1644,570000,328921.48900833726
21218,312000,191781.00595223904
8274,330000,389552.831715405
11501,254500,338352.62585286796
49,1350000,1333872.7983701378
12350,290000,220077.39099176228
17853,362500,510984.2083530873
18814,732000,807413.8526707441
2680,230000,150364.89304350317
728,328000,281104.18868227303
7225,438000,520774.0397886336
424,375000,482377.3290797025
17414,775000,786906.1012080461
15188,350000,599158.1869295985
14724,299000,401103.76668792963
6975,750000,616125.9904600382
7670,385000,484419.59941503406
1710,187500,86617.51350060105
14550,310000,43358.05427157879
21470,850000,931744.6322049648
18058,545000,468086.7426458448
17344,905000,1093387.8720490634
1352,461000,527311.1930224597
4994,400000,256206.317313537
20201,515805,501522.2122320086
18207,312000,304695.12958423793
20771,399963,522949.4177405834
20416,659950,797677.1424737275
20597,732000,497415.06457813084
20924,465000,312256.8510030806
11366,525000,541048.2241620272
20684,619990,708304.919585973
9679,296000,317945.5536196977
13041,201000,130287.62625591457
19572,450000,464181.33861091733
19052,260000,226358.13609576225
6855,406100,467630.1855683923
7021,795000,836016.3509800434
13636,418500,470433.388118878
8729,685000,726543.4037207067
16995,409000,431081.86684548855
5116,235000,281744.8387557268
21147,459990,387696.0523134917
4050,400000,498710.0330405235
18731,725000,615341.3802483827
12348,468000,534059.8927869797
21435,650000,631450.7264480889
12548,242000,349111.64270092547
10589,278000,279354.23039773107
17620,748000,867441.403249979
21328,563950,626524.8094102591
5177,639000,563501.5307773501
5096,267000,360584.3891400397
5338,589000,511164.12236104906
19579,257000,233058.9505045712
20776,425996,424870.3514954299
15171,399000,626232.9401348531
428,397000,417321.1822113842
20742,249000,390201.5077903569
15363,340000,628986.1067612171
21330,1490000,1750963.9621869326
17744,1320000,1330815.4006113857
5055,1530000,1560776.9170364738
9841,269000,328345.41368602216
9532,500000,587815.5164923966
7664,1110000,825594.027336061
14981,563750,594637.9988178015
16996,370000,568604.7351364642
20283,333000,278915.6144081354
3565,372220,249541.74051217735
6371,435000,419091.4320782274
1529,1250000,1256940.2882411927
604,435500,302623.82597246766
19139,600600,600041.4306969196
8167,698000,414108.16753710806
8363,362500,449750.1249743253
2319,1810000,1145270.7332164496
6383,480000,668228.8658572286
7214,449999,464101.4678915739
8145,567000,576862.6683249176
5244,344000,534112.9008183181
4535,195000,130772.2480122149
6192,594950,531454.3860202432
1771,467500,751099.003500253
12022,415500,265436.78625638783
6830,450000,541374.7229903787
12620,340000,-34145.87628169358
6038,230000,130048.60536777973
14920,337000,278148.24255242944
18261,921000,583148.3700939715
9374,1050000,899530.7056708187
4730,925000,1102728.8586810231
17423,353500,393898.3256805688
10129,678000,748288.1347370744
2582,675000,512983.30453163385
5769,810000,1213860.8959623426
16601,400000,512501.7742702067
3648,335000,294458.93590658903
8543,350000,383646.0383093655
10860,305000,454485.86956971884
15521,750500,740471.8599168807
10331,370000,225399.10500515997
10122,309000,221785.00232826173
9428,225000,257001.48728135228
10054,390000,482608.3998223841
2186,330000,386977.3690531701
21397,288790,179528.2442829758
10100,624800,694709.1956920624
8529,1240000,910351.395891875
13814,273500,142894.29265849292
11471,403000,249247.65234732628
17721,498000,499524.5622586161
19841,540000,460485.6376927197
15988,325000,350411.15598611534
14174,599000,612599.1081491411
10819,653750,775810.9637626857
8767,835000,804446.09029302
8498,225000,401434.9102551043
1117,353000,350217.2106987089
18761,568500,556797.4491946697
12829,214000,178364.54990713298
7999,335000,426398.6543471813
15473,383000,474246.5010496825
13293,246000,288624.96998399496
19802,962000,982756.3112270683
6844,426000,469265.62001767755
1368,334000,247472.29991412163
20629,640000,671305.4902612567
18150,340000,383455.07189555466
18798,200000,44550.32192365825
15467,330000,546543.2465435565
16121,465000,497460.4381688088
11477,390000,491107.004598096
18435,325000,312073.4097466767
1096,453500,406018.0568984002
2819,245000,362236.640210554
934,1200000,1160588.8666662723
2748,722500,855879.3666517437
14140,290000,241148.47964723408
17316,2230000,1265730.771119371
825,226000,152476.70568221807
9930,893880,662117.500891462
16098,860000,1283923.3533272743
5044,337000,394563.3252951205
8162,441000,590615.3399552703
6375,280000,546541.3559029698
5853,172000,215073.63047505915
4005,770000,771650.1053066999
14349,405000,397963.15026445687
18427,357500,268010.7146406472
8259,315500,284844.0371839851
15417,319000,522640.4975171089
4640,652500,668577.1296414435
240,225000,238368.26170387864
16421,555000,422194.59572558105
2769,604000,469742.05951964855
21246,495000,678680.5920766294
8483,200000,161725.26128190756
21427,914500,947505.9304744452
21305,452000,547207.3712866902
6364,445800,574729.4972335547
6874,276000,255450.8566571921
9021,625000,570723.818742767
20350,439000,420334.8762136549
8855,1530000,1177691.519755751
12863,245000,291968.3984760344
14719,524500,525903.2745929509
3015,746000,692631.2349296808
18867,239000,213080.08391611278
15762,275000,-10619.165832653642
10972,1050000,1180168.1643231362
3689,188200,208048.0574055016
20364,889950,840357.5444735885
15725,656500,744236.4236660451
21143,700000,634287.1493904144
4357,800000,644015.9509297162
10916,734000,797149.6691997051
3882,248000,59419.500933900476
7494,406500,293483.46958212554
11222,295000,668343.269378081
19611,1060000,735458.9966637939
13868,499950,514367.1061706096
3569,770000,496259.0180326998
3639,593700,549891.9006945491
19319,289000,262277.3624603301
15592,275000,232928.8508440256
12942,440000,483918.5944592804
3647,370000,244286.18894675374
14300,570000,647205.9392490834
4614,405000,464994.7015853077
15325,276000,263623.1514195502
7370,250000,497093.9024718851
1858,685000,513921.9868492633
20108,635000,463325.15898676217
4080,246700,291859.65788942575
1444,369500,404728.7548930347
7949,153000,189923.18931929767
8681,520000,576047.259837538
13190,595000,496060.31813563406
1103,817500,743197.943694666
6779,2250000,1387653.8021553308
17654,800000,895557.3736533523
10071,270000,386179.00609987974
13413,720000,899589.0344571024
2793,1290000,1043073.4950092286
7692,697000,934452.6412639618
1374,320000,350396.6823324561
14773,273950,252791.107074216
3819,549950,644797.7036643177
20741,1050000,793548.7759363055
13306,451000,195706.58080370724
3313,294000,309373.4284597486
17086,350000,420303.9145848304
7829,575000,858762.5266719013
7275,800000,1306418.612573132
11986,175000,275439.1777778119
5280,210000,-92798.5099939853
14522,325000,383551.7875306159
5824,455000,571146.0908637047
13908,415000,387388.54189664125
20879,401000,425818.5097466856
13906,810000,766921.3053636849
6735,299950,318947.73251535
21249,495000,550016.3310699165
15599,140000,171177.36345280707
6529,225000,287999.32792420685
14912,1340000,1021623.3608586043
9890,599950,687209.4079249948
5384,935000,978618.6380884498
155,215000,254581.4562804848
11852,530000,561814.7974755317
8927,399950,366194.98414959013
21434,326000,413831.97201511264
15887,300000,398258.4125316739
12892,374950,370915.1074973345
3737,222000,43119.62730783224
18522,770000,1160606.2346367985
20182,860000,852010.3539878875
17854,752888,839160.6608279049
13674,515000,651300.8456461579
9767,1100000,917000.118310526
8497,549950,888834.9735455513
18607,270000,276966.7877808064
3068,255000,504900.0606843531
15198,515000,442539.78936994076
659,888000,471882.74492149055
10356,599900,659665.8497667462
14225,429950,603784.3145058453
15303,678000,795106.5591032803
3594,350000,530652.6320714355
1873,348000,449581.4153586924
16158,532500,670503.5066421926
14862,605000,516553.70967029035
1900,375000,430571.0506594032
5507,140000,132311.205087021
21513,535000,708539.3074213266
9937,563500,645242.5246439874
964,335000,392957.26493033767
459,255000,201936.28475396335
20688,333700,286520.3762535602
11300,273000,282582.87693573534
11875,309500,456054.35760334134
6136,780000,694902.5550628603
19226,340000,622965.042609334
20440,482500,563793.587060675
10522,545000,521306.4881092459
9754,306500,394538.4316779524
13925,419000,589594.805501014
9313,323000,466503.07142844796
12589,300000,430890.08843691647
2102,583500,500037.80750115216
11018,408000,503372.4271065593
8547,293550,374335.50360274315
18336,255950,281482.1237452179
2768,199000,426758.03578437865
1977,815000,928694.0772278309
1966,471750,783568.1843650192
8068,270000,72622.62024649978
21146,415000,508705.8760070056
7984,3400000,2164904.8735683113
7422,440000,446342.5931956321
4543,397500,390635.17143164575
12247,994000,1117043.9763821661
15763,265000,599363.7276577502
17932,906000,670471.4631059319
6474,417500,433135.58145172894
6189,450000,487662.5583194047
2732,278500,188152.15026794374
17631,700000,544883.6366517246
3664,397000,472535.165657714
5914,230000,168235.00360290706
19103,235000,576499.5347079188
17785,270000,329711.48766478896
7067,360000,273617.85279767215
8173,275000,439730.0837020427
7552,578000,409326.08099702
17027,670500,501646.6822747141
6354,317500,349364.89084014297
11677,1550000,763335.1254647374
4178,775000,479334.02774737775
4445,476500,440395.7428727448
17938,289000,334904.9158233255
11202,577000,345230.0316930264
3556,540000,455186.20129698515
2580,695000,509540.4561147094
21460,359800,427486.4749210775
12746,765000,838912.6657829881
12112,151100,167654.39373748004
5260,535000,408331.9008150846
8697,780000,588407.8350848854
13546,370000,660679.613950327
19206,539950,406212.3090413511
897,730000,668780.5762127489
4783,220000,374859.8207413107
3100,190000,201086.37055283785
11604,519000,469376.5230188817
21115,279800,333257.948396489
17111,180000,339889.8248835802
15627,359000,385598.9320168346
11483,499000,413463.24215084314
1077,775000,438695.8152640015
1950,347000,294713.0802654922
9359,325000,380722.1210940182
20048,675000,427198.8644607961
3357,400000,551976.9629712552
16284,620000,588145.8276297748
5191,850000,956935.6733962148
16288,753000,645086.1719686687
9924,820000,928087.8883030415
18032,215000,352935.13553598523
18951,890000,677044.5487551093
9429,375000,635226.8405282646
806,308000,319226.607529819
11121,530000,632146.351147458
8073,380000,363152.65327353776
17473,365000,445183.38444688916
11246,150000,173446.5033557266
987,399000,314359.209461838
7484,765000,911304.1037591249
11359,334950,380944.67416627705
7899,225000,196901.65423378348
7479,330000,412800.0929688662
20901,303000,245967.43152290583
20567,265000,247835.744941473
15794,468000,307876.56841883063
9631,372500,396563.04855184257
6900,349900,356882.1694561243
1857,740000,584756.4033081383
16416,411715,541680.383644402
20539,344000,389131.3028020412
2901,305000,448484.18012973666
12856,280000,319034.80560332537
1676,165050,22006.45425027609
13092,324950,527736.2229436189
4912,465000,427693.20764385164
10455,450000,513245.0475528389
9778,850000,725521.4012449235
13470,455000,261505.37514543533
18802,567500,441726.07921494544
13580,370000,535984.8234201968
817,250000,269470.42029578984
12841,529000,527124.594719395
19467,399950,379081.02642789483
11749,451000,420982.30394104123
18233,476000,326057.49415281415
18557,651000,640872.2367050201
14579,657000,650850.4672041088
382,389000,399954.959979862
9396,792000,658380.8491843343
9624,399000,335312.61336897314
2209,760000,891826.1789452434
9474,780000,851006.3301758319
18006,285000,280125.142663911
8851,200000,272251.86542390287
15286,1330000,855829.8792680055
4537,550000,522544.020281747
9972,835000,810448.2750317752
19912,409950,426742.6837452352
9738,1080000,1050785.892254129
13603,375000,418880.9423535615
9982,419000,509838.4880127311
12355,1120000,1022545.8189436793
7212,292500,297358.16608700156
4900,240000,225099.0261491686
447,505000,427038.5953244418
11835,770000,1482573.6846889853
8948,611206,756651.0151801109
17446,463000,493603.00257256627
5084,350000,207095.1655086279
10364,2980000,2226758.788358435
10153,235000,301735.94735625386
9973,730000,794847.4889443517
14985,269950,508517.4935813844
13732,325000,355521.12731453776
5877,268500,472865.7481868118
14196,689888,757260.4259709865
5322,774000,717077.8452378064
9527,395000,485829.4440109283
1407,283500,488610.2142986506
9969,755000,768299.6157665104
17399,648752,691931.6162496209
6458,360000,428142.8230923861
19368,950000,832054.3798516691
10853,213950,17950.160975307226
4885,325000,484353.63934654
8414,248000,389018.2408243567
19222,700000,642738.36593844
3539,690000,645880.363097012
514,615000,475388.50079378486
8320,577500,1075882.4450469017
5424,680000,703327.5162808895
4277,450000,570237.9401945621
129,430000,224447.360808447
3488,325088,323234.559772715
8778,790000,473577.30778597295
18898,920000,953473.792793721
17697,1080000,673274.8883200437
12780,229950,181839.48633772135
20517,547000,451448.11559031904
18442,2700000,1993591.2425602525
1928,490000,682719.6158399284
6349,215000,251896.83946871758
17155,642000,653717.2447485775
6865,312000,173836.6554352492
5761,650000,738051.1916469634
10084,362000,339577.35462756455
3374,625000,495811.69111166894
13744,358000,234791.83795449138
8790,715000,668222.3622665554
599,1220000,960292.7791479081
20624,261000,209876.11274820566
13727,584950,763314.0554162413
18004,340000,549159.0598724186
7322,295000,148495.5979307294
3489,790000,754921.1785192043
316,487000,811589.3543234617
20077,417838,400429.2866679579
3400,115000,63593.274107426405
569,405000,248205.14470772445
8175,260000,348659.17928119004
14884,251000,119334.76081755757
16057,535000,793330.8045322299
2113,264950,228807.66121926904
5480,765000,559720.1356324404
18396,2630000,1778420.2239275724
2595,1070000,639100.838962838
10929,481000,607128.541872561
6039,750000,681774.2469883561
1178,749950,866363.8993965238
317,390000,444412.91470243037
12259,350000,431121.2874997258
5690,345000,536420.173044607
14706,289000,357748.73768375814
7766,276000,565331.534810409
18922,460000,477754.16073952615
14788,725000,383605.7304864973
19405,586000,613223.2026861757
8670,496000,580707.1186010242
533,160000,153123.009928599
14674,1470000,1582200.9325099736
17546,2510000,2166232.6312496513
6203,337500,343638.82693853974
7915,315000,284977.5734706968
12617,209900,6279.618751332164
3322,555000,481196.86432005465
369,338000,402537.06771321595
11671,900000,1039505.7810542136
3397,650000,460625.7680269927
11691,455000,553796.7743536681
17365,334000,296240.9247404188
6191,2400000,1710976.7961599976
18349,212000,279483.47915637493
7909,820000,772205.0095854551
17611,292500,81456.7524702996
7616,339000,286914.65549875796
11594,820000,791059.5878574848
18877,1050000,1000183.7758315653
16471,627000,604236.6859304458
5,1230000,1436873.937533483
19871,310000,322937.7050206959
7562,270000,530141.8960532993
17495,665000,631461.6907664239
10029,375000,526095.2345307916
16980,420000,470294.05704559386
14352,800000,755517.7767576426
8085,485500,453033.39917925
3518,802000,594165.760479331
3848,210000,339949.4426512122
16208,261500,365416.8029626757
6423,725000,926040.7335818559
3365,425000,583663.1871134639
17364,836500,876512.219688043
15423,300000,438281.6619797498
5696,259950,281934.7157099247
13946,1160000,1343458.3430383056
13846,380000,367474.24098938704
6353,494000,522912.60447847843
12480,357950,336441.6409960836
11877,215000,6363.9390210062265
7014,292000,372416.660097301
17928,610000,483815.6337684989
11504,349950,287146.3383346498
18372,319000,377529.0624200702
9705,265000,123057.92982414365
16115,387846,695849.4459138066
6411,455000,528441.3410823196
7238,444000,486894.4344520569
15543,348000,618886.0726106167
15307,334000,361039.0816915035
11029,250000,276639.5859885663
14282,346500,509877.4501260221
5768,499950,738353.1646617055
1618,245000,133361.47955346107
6398,2900000,1938796.6835838705
14180,824000,287811.3836109638
6974,320000,402194.1119156182
20892,274900,179435.90997743607
17202,265000,318199.93162973225
5593,630000,811331.7356421202
8283,650000,508636.13844799995
483,525000,399093.41233064234
6558,269000,411915.36498503387
10996,600000,790023.092015475
18250,148900,249763.37765218318
14957,898000,1026864.800514847
9835,732600,554070.7930152863
4461,570000,399744.01496244967
63,549000,457978.7645954639
7170,570000,365794.32254587114
14832,305950,392136.8015035093
15090,1030000,737304.1098267436
6910,710000,540415.9103412032
17510,605000,669407.8771900833
10149,460000,726391.8520682007
7432,605000,470365.76868353784
10157,462000,510887.03124909103
8241,500000,264192.85631780326
4251,271900,56036.281888216734
10200,539000,506764.3383617252
13185,525000,491765.4063772559
14190,418000,309431.7283731848
14436,200126,446287.0703922361
12152,600000,482652.06941223145
15807,292000,415776.25136747956
3745,2450000,1222778.3240017295
4881,250000,304122.2538052201
14698,383000,310202.2367757559
8894,345000,477212.5836561769
8032,775000,606135.8939022273
10103,510000,685908.2940537483
15615,390000,467175.56946231425
3456,207500,210884.24834801257
13723,338900,397612.707563892
9460,645000,606019.025822252
20090,859000,701658.2686989605
1130,515000,814547.8768924326
4600,305000,313243.0972610116
7511,645000,479238.3485979438
15498,269500,248662.337109223
17464,463828,774707.4080631137
18245,490000,536973.1424187869
18347,332500,185893.23022845387
4451,500000,446535.8781359941
21111,515000,596776.9862860292
16639,283000,458298.9252630621
8423,349950,477556.8607581556
20849,555000,586256.4214954078
9160,338000,449071.7882524878
10069,520000,625832.148363784
11188,344950,430390.9507613629
377,275000,196970.4219621271
18928,909000,1040621.2278752029
800,650000,573459.0296858698
12371,248500,270962.9017457664
14501,508000,251607.92381471395
3144,181100,272710.340458408
1718,700000,424412.54839363694
2307,1190000,815175.8744908869
5091,420000,586757.7107348144
11216,2560000,2162999.232540369
724,350000,444843.1710151881
13610,780000,829533.7061082572
3189,555000,594360.8853961825
13281,605000,410602.52979297936
93,430000,541201.3200063705
11940,872750,946590.7688015699
16497,300000,368537.92695467174
17787,287500,451249.58366049826
6011,1030000,1023276.9140283167
4075,940000,445105.2094556987
5024,324950,454969.1464371681
7293,525000,661818.2013762742
685,802541,751520.470870927
5385,630000,763274.9254885614
19299,345000,283342.0265479237
1364,372000,185572.81012105942
7736,530000,473437.06788001955
6261,538888,463889.4102447927
10308,524000,599616.3005760014
5618,477000,503600.9981645793
561,404950,408817.6109443903
13579,312500,370206.85073171556
1430,715000,651905.2220922112
18149,660000,665898.5246728659
12767,2280000,3227787.429480374
18072,207200,-144681.6426052153
6059,415000,332479.01349303126
13710,410000,472410.1710804254
19277,447000,300507.4921872616
11755,395000,552824.7063441128
18994,475000,581344.7191475779
20419,525000,479489.0087297708
14620,334000,526966.790406391
2743,404000,289698.38806690276
4518,407000,470600.1951338202
4565,370000,368171.1834771186
13533,265000,217628.319237113
12238,225000,269346.684980914
3931,1380000,1532288.195852533
11947,201000,40868.58820642531
21482,776000,712352.8661951423
14738,381000,419129.72423762083
13257,1800000,1211861.1539603919
20678,502000,469241.1741719842
8101,370000,478414.9832466394
8639,995000,831456.0193439871
14881,195000,269677.9767050296
16999,420000,462411.71932174265
2574,690000,706984.3981983662
17323,580000,432306.30985182524
1597,451101,555481.8044126928
16048,270000,380547.7845849246
17819,600000,701892.5130767822
3815,540000,503455.9965299368
14318,920000,447804.5856960863
6294,490000,680623.4439360201
15326,235000,22702.31741555035
1252,495000,567058.7422391027
2347,255000,408540.7426677197
7081,289000,79060.22785146534
4810,675000,545943.8175328225
15767,435000,464763.855047971
20536,230000,338823.51358129084
16142,456000,557526.5362729579
4580,259950,288068.0438134372
16228,650000,541151.4357060045
7822,685000,916186.0475535691
15783,342000,329282.0621023029
1198,630000,1102927.7398084253
5760,465000,435269.39404916763
8308,474900,327484.40730929375
3911,7060000,3174371.2041712105
7184,280000,212898.8492205292
21282,445000,573066.0589007139
16002,252500,444550.6781921685
7921,279950,313485.71274986863
3393,369900,481263.3389120996
4701,430000,497480.63548225164
10487,397000,474043.7495415062
957,345500,344070.0045013577
6518,527000,568478.2759081572
2498,195000,268949.1519999206
11268,511000,721793.228320092
2202,612000,526884.9264320135
12894,230000,253990.08918741345
20853,299000,313039.03723599017
21037,397500,455044.2906267792
2704,239950,185421.94053129852
15788,385000,400422.7906861007
4803,600000,689920.9223469943
4611,285000,150659.5826716572
21437,239950,76994.54601247609
19124,179000,379285.37945330143
6157,525000,577543.769650057
5056,460000,466544.8882111162
4065,300000,480072.25974324346
15468,549800,526773.8180601299
4449,490000,505555.67101441324
12563,638000,475265.98356971145
18971,866800,873756.4351019859
6824,657500,605912.8999992758
2248,280005,267174.0006748885
9169,1270000,1281936.3239662498
20625,560000,451090.30913703144
12911,539000,384275.21606244147
2130,463000,560667.614386797
10032,330000,302524.72650179267
16373,781000,470335.0310112089
17455,304500,401619.3520485461
1730,337000,474581.3195192069
13782,191000,28106.7713445127
15719,366000,472732.10526546836
12509,348450,340629.2934576571
20198,205000,242318.43225221336
9285,370000,301002.47549776733
13557,289950,388541.018257305
4959,450000,414173.8243827075
5040,560000,704491.8963004202
17124,290000,469912.10717229545
6690,509990,379770.1802880317
5231,450000,326399.640765816
10324,344200,481157.9296911955
9117,445000,584318.8896039873
14409,1500000,1478724.326657176
12998,270000,254892.31745059788
19202,2000000,1821640.8498361409
1956,345000,506720.3844496161
2112,989000,1133812.5207776427
14424,475000,487502.6185463518
7356,700000,731877.4518782496
18373,390000,261270.54025417566
9942,237200,202655.36987751722
10854,232000,309057.033273831
19868,622500,465782.0074624568
12703,2410000,1452668.2066424787
19807,480000,288245.2409366071
9264,926500,990448.0635414869
4992,322400,477482.98101875186
4038,494000,118726.78530660272
13024,259250,254116.8471532166
553,261000,204570.90329512954
19180,257500,308577.59945602715
14680,438000,493727.4658226371
1519,264000,292031.6701783389
1424,780000,812403.2083823383
10006,255000,53646.26496616006
18481,613000,579541.4813781679
11720,1580000,1815157.3985744417
8755,422250,422115.121910274
15474,257000,276189.6734711826
4119,282000,426446.8005078733
21357,417250,493337.64961335063
8035,440000,604833.36270684
14246,375000,477039.2834928483
1824,501000,520204.85013379157
3133,275000,303087.3611024767
5739,397500,459831.48501101136
11686,1400000,1335947.4090462327
21342,345000,271980.62230445445
13993,279900,44844.103163436055
16967,415000,459471.17350918055
5252,294000,518280.2255611867
1489,423000,574552.6193165779
2069,370000,405968.17061567307
21307,1350000,1243148.9418274462
924,990000,825817.8516087681
18491,490000,304365.6566643566
985,283000,130393.37741075456
4759,1850000,1545870.0048550665
8522,215000,39721.101621583104
5078,311000,329688.55356398225
13087,650000,566714.3664286733
18996,441000,361338.9321102202
17235,696000,657229.5504886508
1502,612000,946217.0856312066
15268,696950,653707.0940590799
19325,628990,655579.8884991556
3582,221000,146352.5900837332
9974,655000,453821.28376582265
11147,489900,501336.93816266954
880,200000,330064.4831209183
6280,499000,562749.7220760733
3772,472500,783548.1080603004
12556,213800,85775.26857942343
16483,735000,797517.0704547316
5962,637000,666097.1379194707
8831,1410000,1015589.1121790409
7818,712500,766690.0212549567
6270,549950,822465.7363154739
2871,293000,314864.49623565376
16906,830000,819364.4035785496
18776,510000,534778.5197289735
7509,415000,588324.8883152902
13302,600000,1208262.893433988
10512,389100,352855.3421469182
18418,595000,744421.3800369054
17740,799000,890988.1846267432
8369,446000,442113.03858976066
7529,622000,538774.7621867955
17551,512500,806997.0549046695
20721,275000,317747.7944845259
6968,707000,697371.3264238536
10655,452500,478508.52521528304
18858,280000,49816.852853015065
14734,355000,356515.999771446
10706,415000,393690.396786198
7296,409000,679717.3771884888
10728,1040000,1272484.102472186
19763,2640000,1522595.1436688006
17707,572500,557965.854149133
12888,443950,462431.1205474138
17963,430000,592956.6937072873
7024,209950,176352.07619430125
5399,497000,492575.18818086386
234,475000,664454.1418964416
14200,756000,735791.2847708613
7533,160000,207120.1324838549
15724,234950,48650.55688907206
8428,225000,361565.41443142295
2074,1200000,1269698.2836881727
7049,465000,286752.3753660172
18884,210000,165089.6416825354
11021,235000,111037.26115180552
14805,1900000,1616190.1410608292
8951,420000,422854.21459409595
19703,543000,439673.6873219013
14264,960000,684835.5019868165
19358,224000,346151.5899293572
20862,300000,292754.1960735768
10944,279900,365602.4370264262
20395,461000,356973.41794742644
19669,390000,535791.0668468028
7803,750000,603391.900253728
282,2050000,1291158.7670291662
20994,580000,559381.1327369362
17946,850000,862158.3806230426
12423,485000,503998.7591589391
4305,386000,313188.75073064864
6487,280000,348768.7041270435
6712,640000,659407.2358847708
951,460500,417198.5010806471
20626,795000,873654.1443309337
20403,557000,746549.8879082203
15175,374000,466398.9107875079
6717,990000,829375.2323555648
19589,282000,131542.2030531466
18305,539950,620445.726534605
13521,233000,177397.43808540702
917,270000,236519.1695791781
20683,360000,408007.20763258636
20034,895000,829651.7400686145
19621,921800,770733.852477923
15179,431000,564934.3241316527
5416,215000,107567.99193701148
17684,709000,718204.8213772774
5692,660000,534681.261293754
18617,802000,609748.6349351108
6238,574000,445230.60502912104
1038,566000,390182.78824831545
21023,327000,231082.2885890156
16783,546000,493314.2401252091
5550,735000,709250.8791122288
4649,238000,243092.48260731995
19164,735000,784903.5290240347
13245,840000,828579.505170986
18036,548050,517629.23490323126
16247,225000,173919.6511503607
1331,605000,720527.6114107817
13298,340000,450618.53641957045
306,550000,526159.6010671556
20093,310000,342396.3560014218
7498,549000,364959.62607090175
8744,437500,402952.4222614467
11452,275000,162137.14417108893
534,204000,-5328.057288184762
10608,333000,354627.2322874218
4252,1300000,1158923.9924720377
21519,999999,698390.2875400633
16356,575000,528455.6399057508
14382,270000,156774.13716049492
11342,270000,327278.1878399253
16666,305000,430590.8072947562
8693,330000,279939.6488401145
9233,412133,406235.92260430753
15441,254500,261603.53624999523
18321,468000,710821.5147524327
20177,675000,597971.3569422364
501,475000,464442.2851434946
18745,650000,803503.6102398783
9880,487000,558777.1513495147
15450,568000,724032.0599004477
18194,1860000,1422494.3959649503
19194,319000,453107.4411751479
1607,285000,399357.6313726753
5509,575000,382365.456452474
7539,305000,206524.04125335813
6107,247200,175067.4703796953
858,425000,629095.2502628416
14687,653000,513694.4679221064
2593,565000,543598.2908552289
17470,340000,431543.5357295573
10125,546500,536970.1256522089
4024,1350000,786514.818490684
18767,415000,506621.95648244023
15733,560000,738083.088643387
8738,272000,185998.3408394754
2540,552500,765115.2477069199
4126,625000,572937.413143307
8424,307999,308710.6800891161
18843,269500,243498.39862580597
8100,285000,263370.94660933316
16958,288000,398619.9808551073
4227,527500,538400.1162665188
10985,580000,479030.90316803753
12141,339000,411264.3664742708
9994,690000,879824.0555948168
9270,715000,915536.3838696331
9126,1400000,1286742.394788608
6313,733000,745965.7612381876
2397,446000,535769.9965914786
16899,910000,1030665.5705970675
11962,395000,523863.80553890765
11923,104950,187732.87414176762
8176,416000,526658.9523246288
4599,435000,246971.01075585186
4427,1100000,999479.6583865285
15635,368000,608630.6833079159
9258,550000,640364.9873481095
77,480000,267908.2860672325
10649,417000,612299.3600868136
15380,424900,629409.7075459659
9063,274000,238304.48521347344
19960,689500,402311.5391817987
11878,254000,234621.57997787
6409,481500,522870.4243519753
763,374950,366780.0180335045
2167,345000,284309.0819685459
3989,525000,389076.61848165095
20594,799990,834803.9001567662
2973,2950000,1551196.5844474882
1499,249000,304248.12035392225
15953,360000,426908.21615734696
17366,179900,-23794.350969463587
14833,220000,44681.06877756119
19306,850000,917812.673185572
9123,575000,869521.558349818
17033,389999,265171.4809987694
5742,267000,401626.70588742197
19692,675000,546117.6856716126
8047,385000,585237.7522600889
10573,730000,591407.073009938
1647,272750,311135.5165553838
1770,400000,446556.3554018289
10569,759950,763183.6390387565
10960,554729,675353.4663226753
16154,329950,326382.46059934795
2415,286700,32503.158967003226
8400,970000,1055167.5970689952
20456,391000,256740.3695603013
9328,440000,490197.43599431217
2005,625000,664307.6978572458
10412,630000,767476.4199988693
16274,792000,590955.1655454189
6639,639500,620676.856707871
4808,2480000,2121744.5755185485
13675,555000,846235.340624094
17846,871000,524622.0852056742
6746,286000,-36233.105218440294
19006,315000,221383.59690141678
14547,357500,416150.8485596329
18649,454000,283959.00901935995
8143,1250000,1195762.5752397925
11762,545000,410300.8232206106
6454,998160,1088009.1997970492
7285,550000,486762.5295498818
12221,400000,511841.46381412446
15501,1800000,1907883.9543511271
5431,540000,588621.8776153922
5474,365000,326312.84588977695
1703,469000,646919.5010831505
10398,847700,1065838.9856913239
6112,704111,777463.2245417982
12213,490000,555823.2292101234
9255,657000,775819.474188596
15249,900000,1115715.6155952811
20415,745641,594229.6839979142
6154,450000,537703.5641937703
6632,941500,1077804.3705605865
9173,412000,321177.8793145269
13068,815000,827149.6546708047
